id,company,location,industry,total_laid_off,percentage_laid_off,date,stage,stage_group,funds_raised,country,source,date_added,year,month
4032,Uber,Bengaluru,Transportation,600,0.23,2020-05-26,Post-IPO,Mature/Exit,24700.00,India,https://www.reuters.com/article/us-india-uber-layoffs/uber-cuts-600-jobs-in-india-as-lockdown-hits-business-idUSKBN2320S3,2020-05-26,2020,2020-05
4033,Bluprint,Denver,Education,137,1.00,2020-05-26,Acquired,Mature/Exit,108.00,United States,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,2020-05-27,2020,2020-05
4034,Acorns,Portland,Finance,50,,2020-05-26,Unknown,Unknown,207.00,United States,https://techcrunch.com/2020/05/29/amid-unprecedented-growth-on-its-platform-acorns-cuts-roles-and-shuts-down-an-office/,2020-05-30,2020,2020-05
4035,CarDekho,"Gurugram, Non-U.S.",Transportation,200,,2020-05-25,Series D,Growth,247.00,India,https://entrackr.com/2020/05/exclusive-cardekho-lays-off-200-employees-goes-for-pay-cuts/,2020-05-26,2020,2020-05
4036,Teamwork,"Cork, Non-U.S.",Other,21,,2020-05-22,Unknown,Unknown,,Ireland,https://www.thecurrency.news/articles/17754/not-the-time-for-venture-capital-teamwork-rules-out-raising-vc-money-as-tech-valuations-fall,2020-05-24,2020,2020-05
4037,Cvent,Washington D.C.,Marketing,400,0.10,2020-05-21,Acquired,Mature/Exit,146.00,United States,https://www.eventmanagerblog.com/cvent-layoffs,2020-05-22,2020,2020-05
4038,PickYourTrail,"Chennai, Non-U.S.",Travel,70,0.35,2020-05-21,Series A,Early,3.00,India,https://www.cnbctv18.com/travel/pickyourtrail-realigns-business-will-enter-domestic-travel-market-5968711.htm,2020-09-14,2020,2020-05
4039,Glitch,New York City,Product,18,0.36,2020-05-21,Series A,Early,30.00,United States,https://www.theverge.com/2020/5/22/21268007/glitch-layoffs-substantial-number-coding-platform-union,2020-05-22,2020,2020-05
4040,Kapten / Free Now,"Paris, Non-U.S.",Transportation,,,2020-05-21,Acquired,Mature/Exit,100.00,France,https://layoffs.fyi/2020/07/22/french-ride-hailing-startup-kapten-releases-layoff-list/,2020-05-28,2020,2020-05
4041,Ola,"Bengaluru, Non-U.S.",Transportation,1400,0.35,2020-05-20,Series J,Late,3800.00,India,https://techcrunch.com/2020/05/20/indian-ride-hailing-firm-ola-cuts-1400-jobs/,2020-05-20,2020,2020-05
4042,Samsara,SF Bay Area,Logistics,300,0.18,2020-05-20,Series F,Late,530.00,United States,https://layoffs.fyi/2020/05/21/samsara-lays-off-300-employees-launches-public-alumni-directory/,2020-05-20,2020,2020-05
4043,Stay Alfred,Spokane,Travel,221,1.00,2020-05-20,Series B,Early,62.00,United States,https://www.spokanejournal.com/local-news/stay-alfred-closes-its-doors-permanently/,2020-05-21,2020,2020-05
4044,SoFi,SF Bay Area,Finance,112,0.07,2020-05-20,Private Equity,Mature/Exit,2500.00,United States,https://www.businessinsider.com/sofi-cut-7-percent-staff-quarterely-performance-reviews-2020-5,2020-05-20,2020,2020-05
4045,ShareChat,"Bengaluru, Non-U.S.",Marketing,101,0.25,2020-05-20,Series D,Growth,222.00,India,https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/sharechat-lays-off-101-employees-as-advertising-market-tanks/articleshow/75838995.cms,2020-05-20,2020,2020-05
4046,Intercom,SF Bay Area,Support,39,0.06,2020-05-20,Series D,Growth,240.00,United States,https://layoffs.fyi/2020/07/09/intercom-creates-official-layoff-list-after-laying-off-39/,2020-05-20,2020,2020-05
4047,Livspace,"Bengaluru, Non-U.S.",Retail,450,0.15,2020-05-19,Series D,Growth,157.00,India,https://tech.economictimes.indiatimes.com/news/startups/livspace-lays-off-450-employees-as-lockdown-hurts-operations/75823519,2020-05-19,2020,2020-05
4048,Pollen,"London, Non-U.S.",Travel,69,0.31,2020-05-19,Series B,Early,88.00,United Kingdom,https://techcrunch.com/2020/05/19/pollen-layoffs-and-furloughs/,2020-05-19,2020,2020-05
4049,Dotscience,"London, Non-U.S.",Product,10,1.00,2020-05-19,Unknown,Unknown,,United Kingdom,https://layoffs.fyi/2020/05/22/devops-startup-dotscience-shuts-down/,2020-05-20,2020,2020-05
4050,Divvy,Salt Lake City,Finance,,,2020-05-19,Series C,Growth,252.00,United States,LinkedIn,2020-05-19,2020,2020-05
4051,Uber,SF Bay Area,Transportation,3000,0.13,2020-05-18,Post-IPO,Mature/Exit,24700.00,United States,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,2020-05-18,2020,2020-05
4052,Agoda,"Singapore, Non-U.S.",Travel,1500,0.25,2020-05-18,Acquired,Mature/Exit,,Singapore,https://layoffs.fyi/2020/05/24/agoda-laid-off-1500-employees-launches-public-alumni-directory/,2020-05-19,2020,2020-05
4053,Swiggy,"Bengaluru, Non-U.S.",Food,1100,0.14,2020-05-18,Series I,Late,1600.00,India,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,2020-05-18,2020,2020-05
4054,WeWork,"New Delhi, Non-U.S.",Real Estate,100,0.20,2020-05-18,Series H,Late,19500.00,India,https://www.newindianexpress.com/business/2020/may/18/tough-step-needed-for-sustainable-structure-wework-india-lays-off-20-per-cent-staff-amid-covid-19-2144959.html,2020-05-19,2020,2020-05
4055,Rubrik,SF Bay Area,Infrastructure,57,,2020-05-18,Series E,Growth,553.00,United States,https://www.bizjournals.com/sanfrancisco/news/2020/04/16/exclusive-a-comprehensive-guide-to-locallayoffs.html,2020-06-25,2020,2020-05
4056,Intapp,SF Bay Area,Legal,45,0.05,2020-05-18,Private Equity,Mature/Exit,,United States,https://news.bloomberglaw.com/us-law-week/intapp-cuts-5-of-workforce-due-to-coronavirus-crisis,2020-05-19,2020,2020-05
4057,Checkmarx,"Tel Aviv, Non-U.S.",Security,,,2020-05-18,Acquired,Mature/Exit,92.00,Israel,"https://www.calcalistech.com/ctech/articles/0,7340,L-3824253,00.html",2020-05-23,2020,2020-05
4058,Datera,SF Bay Area,Infrastructure,,0.10,2020-05-18,Series C,Growth,63.00,United States,https://blocksandfiles.com/2020/05/18/datera-funding-round-layoffs/,2020-05-18,2020,2020-05
4059,Magicbricks,"Noida, Non-U.S.",Real Estate,250,,2020-05-17,Unknown,Unknown,300.00,India,https://www.livemint.com/companies/start-ups/job-losses-mount-in-small-startups-unicorns-11589738073416.html,2020-05-19,2020,2020-05
4060,Zomato,"Gurugram, Non-U.S.",Food,520,0.13,2020-05-15,Series J,Late,914.00,India,https://layoffs.fyi/2020/06/18/zomato-layoff-list-continues-trend-of-company-launched-talent-directories/,2020-05-15,2020,2020-05
4061,Lendingkart,"Ahmedabad, Non-U.S.",Finance,500,0.50,2020-05-15,Unknown,Unknown,200.00,India,https://officechai.com/news/lendingkart-lays-off-500-employees-50-workforce-sources/,2020-05-15,2020,2020-05
4062,Lattice,SF Bay Area,HR,16,0.10,2020-05-15,Series C,Growth,49.00,United States,LinkedIn,2020-05-29,2020,2020-05
4063,Masse,New York City,Retail,,1.00,2020-05-15,Seed,Early,3.00,United States,https://shopmasse.com/home/index.html,2020-05-20,2020,2020-05
4064,Cruise,SF Bay Area,Transportation,150,0.08,2020-05-14,Acquired,Mature/Exit,5300.00,United States,https://www.theverge.com/2020/5/14/21259001/cruise-gm-layoff-self-driving-unit-recruiting-product-design,2020-05-14,2020,2020-05
4065,Quartz,New York City,Media,80,0.40,2020-05-14,Acquired,Mature/Exit,,United States,https://www.nytimes.com/2020/05/14/business/media/quartz-to-lay-off-80-employees.html,2020-05-14,2020,2020-05
4103,ThoughtSpot,SF Bay Area,Data,,,2020-05-06,Series E,Growth,743.00,United States,https://www.businessinsider.com/tech-companies-covid19-layoffs-furloughs-benefits-2020-5,2020-05-08,2020,2020-05
4066,Integral Ad Science,New York City,Marketing,70,0.10,2020-05-14,Acquired,Mature/Exit,116.00,United States,https://www.wsj.com/articles/ad-verification-firm-integral-ad-science-laying-off-nearly-10-of-workforce-11589481652,2020-05-14,2020,2020-05
4067,Ridecell,SF Bay Area,Transportation,35,0.15,2020-05-14,Series B,Early,73.00,United States,https://layoffs.fyi/2020/05/19/sf-based-ridecell-laid-off-35-employees-half-of-whom-are-engineers/,2020-05-19,2020,2020-05
4068,Veem,SF Bay Area,Finance,30,,2020-05-14,Unknown,Unknown,69.00,United States,https://www.economist.com/business/2020/05/16/silicon-valley-in-the-pandemic,2020-05-15,2020,2020-05
4069,Sift,SF Bay Area,Security,,,2020-05-14,Series D,Growth,106.00,United States,LinkedIn,2020-05-29,2020,2020-05
4070,TicketSwap,"Amsterdam, Non-U.S.",Consumer,,0.30,2020-05-14,Unknown,Unknown,8.00,Netherlands,https://www.iq-mag.net/2020/05/ticketswap-lays-off-30-staff/,2023-07-13,2020,2020-05
4071,Workfront,Salt Lake City,Marketing,,,2020-05-14,Series C,Growth,375.00,United States,LinkedIn,2020-05-14,2020,2020-05
4072,Deliv,SF Bay Area,Retail,669,1.00,2020-05-13,Series C,Growth,80.00,United States,https://www.mercurynews.com/2020/05/15/ccalifornia-unemployment-layoff-rock-delivery-startup-ymca-uber-ross-ui-edd-tech-job-economy/,2020-05-07,2020,2020-05
4073,Mercos,"Joinville, Non-U.S.",Sales,51,0.40,2020-05-13,Unknown,Unknown,2.00,Brazil,https://www.linkedin.com/pulse/decis%C3%A3o-mais-dif%C3%ADcil-dos-%C3%BAltimos-10-anos-tiago-brandes/,2020-05-13,2020,2020-05
4074,Kickstarter,New York City,Finance,25,0.18,2020-05-13,Unknown,Unknown,10.00,United States,https://www.theverge.com/2020/5/13/21257585/kickstarter-layoffs-employees-union-negotiations-severance,2020-05-13,2020,2020-05
4075,Intersect,"Toronto, Non-U.S.",Product,19,0.11,2020-05-13,Acquired,Mature/Exit,,Canada,https://betakit.com/intersect-ceo-departs-company-following-recent-layoffs/,2020-05-13,2020,2020-05
4076,Mode Analytics,SF Bay Area,Data,17,,2020-05-13,Series C,Growth,46.00,United States,https://www.linkedin.com/posts/dereksteer_today-we-made-the-difficult-decision-to-part-activity-6666425220007628800-Nneq/,2020-05-13,2020,2020-05
4077,BetterCloud,New York City,Security,,,2020-05-13,Series E,Growth,111.00,United States,LinkedIn,2020-05-14,2020,2020-05
4078,WeFit,"Hanoi, Non-U.S.",Fitness,,1.00,2020-05-13,Seed,Early,1.00,Vietnam,https://beamstart.com/content/127302/Vietnamese_startup_WeFit_files_for_bankruptcy,2020-05-14,2020,2020-05
4079,Zymergen,SF Bay Area,Other,,0.10,2020-05-13,Series C,Growth,574.00,United States,LinkedIn,2020-05-29,2020,2020-05
4080,Stone,"Sao Paulo, Non-U.S.",Finance,1300,0.20,2020-05-12,Post-IPO,Mature/Exit,,Brazil,https://www.reuters.com/article/us-stoneco-layoff/brazilian-card-processor-stoneco-lays-off-20-of-workforce-1300-employees-idUSKBN22O31N,2020-05-13,2020,2020-05
4081,Zeus Living,SF Bay Area,Real Estate,73,0.50,2020-05-12,Series B,Early,79.00,United States,https://www.businessinsider.com/zeus-living-cuts-50-of-staff-after-raising-a-downround-2020-5,2020-05-12,2020,2020-05
4082,Mixpanel,SF Bay Area,Data,65,0.19,2020-05-12,Series B,Early,77.00,United States,https://www.bizjournals.com/sanfrancisco/news/2020/05/12/sf-analytics-company-yc-graduate-cuts-65-obs.html?iana=hpmvp_sfbt_news_headline,2020-05-13,2020,2020-05
4083,Hireology,Chicago,Recruiting,36,0.17,2020-05-12,Series D,Growth,52.00,United States,https://www.americaninno.com/chicago/inno-news-chicago/hireology-lays-off-17-of-its-staff/,2020-05-13,2020,2020-05
4084,Top Hat,"Toronto, Non-U.S.",Education,16,0.03,2020-05-12,Series D,Growth,104.00,Canada,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,2020-05-12,2020,2020-05
4085,Datto,Norwalk,Infrastructure,,,2020-05-12,Acquired,Mature/Exit,100.00,United States,https://www.channele2e.com/business/talent/data-protection-staff-cuts/,2020-05-13,2020,2020-05
4086,Petal,New York City,Finance,,,2020-05-12,Series B,Early,47.00,United States,https://layoffs.fyi/2020/05/18/credit-card-startup-petal-conducts-layoff/,2020-05-15,2020,2020-05
4087,Revolut,"London, Non-U.S.",Finance,60,0.03,2020-05-11,Series D,Growth,837.00,United Kingdom,https://www.fnlondon.com/articles/digital-bank-revolut-just-cut-about-60-workers-as-covid-19-crisis-bites-20200511,2020-05-20,2020,2020-05
4088,Cadre,New York City,Real Estate,28,0.25,2020-05-11,Series C,Growth,133.00,United States,https://layoffs.fyi/2020/05/19/real-estate-investing-startup-cadre-laid-off-28-employees/,2020-05-11,2020,2020-05
4089,N26,New York City,Finance,9,0.01,2020-05-08,Series D,Growth,782.00,United States,https://financefwd.com/de/n26-usa-kuendigungen/,2020-05-12,2020,2020-05
4090,Jump,New York City,Transportation,500,1.00,2020-05-07,Acquired,Mature/Exit,11.00,United States,https://www.nytimes.com/2020/05/07/technology/the-results-are-in-for-the-sharing-economy-they-are-ugly.html,2020-05-08,2020,2020-05
4091,Glassdoor,SF Bay Area,Recruiting,300,0.30,2020-05-07,Acquired,Mature/Exit,204.00,United States,https://www.businessinsider.com/glassdoor-lays-off-300-30-staff-due-to-covid-19-2020-5,2020-05-07,2020,2020-05
4092,Numbrs,"Zurich, Non-U.S.",Finance,62,0.50,2020-05-07,Series B,Early,78.00,Switzerland,https://financefwd.com/de/finanzierungsrunde-geplatzt-numbrs/,2020-05-08,2020,2020-05
4093,Flywire,Boston,Finance,60,0.12,2020-05-07,Series E,Growth,263.00,United States,https://www.americaninno.com/boston/inno-news-boston/fintech-startup-flywire-downsizes-12-percent-of-workforce/,2020-05-07,2020,2020-05
4094,SalesLoft,Atlanta,Sales,55,,2020-05-07,Series D,Growth,145.00,United States,https://www.protocol.com/salesloft-shot-money-from-guns-layoffs-coronavirus,2020-05-08,2020,2020-05
4095,Tally,SF Bay Area,Finance,28,0.23,2020-05-07,Series C,Growth,92.00,United States,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,2020-05-11,2020,2020-05
4096,Airy Rooms,"Jakarta, Non-U.S.",Travel,,1.00,2020-05-07,Unknown,Unknown,,Indonesia,https://www.thejakartapost.com/news/2020/05/08/hotel-start-up-airy-closes-permanently-due-to-pandemic.html,2020-06-04,2020,2020-05
4097,Uber,SF Bay Area,Transportation,3700,0.14,2020-05-06,Post-IPO,Mature/Exit,24700.00,United States,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,2020-05-06,2020,2020-05
4098,Validity,Boston,Data,130,0.33,2020-05-06,Private Equity,Mature/Exit,,United States,https://www.americaninno.com/boston/inno-news-boston/customer-data-quality-startup-validity-lays-off-130/,2020-05-07,2020,2020-05
4099,Flatiron School,New York City,Education,100,,2020-05-06,Acquired,Mature/Exit,15.00,United States,https://www.businessinsider.com/weworks-flatiron-school-lays-off-workers-2020-5,2020-05-07,2020,2020-05
4100,Rubicon Project,Los Angeles,Marketing,50,0.08,2020-05-06,Post-IPO,Mature/Exit,60.00,United States,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,2020-05-07,2020,2020-05
4101,Segment,SF Bay Area,Data,50,0.10,2020-05-06,Series D,Growth,283.00,United States,https://www.businessinsider.com/segment-10-percent-layoffs-downturn-2020-5,2020-05-07,2020,2020-05
4102,OPay,"Lagos, Non-U.S.",Finance,,0.70,2020-05-06,Series B,Early,170.00,Nigeria,https://weetracker.com/2020/05/06/opay-has-fired-staff-and-lost-top-executives/,2020-05-15,2020,2020-05
4104,Airbnb,SF Bay Area,Travel,1900,0.25,2020-05-05,Private Equity,Mature/Exit,5400.00,United States,https://layoffs.fyi/2020/05/07/airbnb-laid-off-1900-employees/,2020-05-05,2020,2020-05
4105,Juul,SF Bay Area,Consumer,900,0.30,2020-05-05,Unknown,Unknown,1500.00,United States,https://layoffs.fyi/2020/06/03/juul-layoff-list-emerges-1550-employees-have-been-cut-in-the-past-year/,2020-05-06,2020,2020-05
4106,Andela,New York City,Recruiting,135,0.10,2020-05-05,Series D,Growth,181.00,United States,https://layoffs.fyi/2020/07/08/andela-layoff-list-emerges/,2020-05-06,2020,2020-05
4107,Stack Overflow,New York City,Recruiting,40,0.15,2020-05-05,Series D,Growth,68.00,United States,https://www.businessinsider.com/stack-overflow-reduces-workforce-furloughs-layoffs-2020-5,2020-05-07,2020,2020-05
4108,Pipedrive,"Tallinn, Non-U.S.",Sales,31,,2020-05-05,Series C,Growth,90.00,Estonia,https://news.err.ee/1086024/pipedrive-laying-off-14-employees-in-tallinn-tartu-offices,2020-05-07,2020,2020-05
4109,Workable,Boston,Recruiting,25,0.10,2020-05-05,Series C,Growth,84.00,United States,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,2020-05-06,2020,2020-05
4110,Cloudera,SF Bay Area,Infrastructure,,,2020-05-05,Post-IPO,Mature/Exit,1000.00,United States,https://www.bizjournals.com/sanjose/news/2020/05/06/cloudera-layoffs-cldr.html,2020-05-07,2020,2020-05
4111,Handshake,SF Bay Area,Recruiting,,,2020-05-05,Series C,Growth,74.00,United States,LinkedIn,2020-05-10,2020,2020-05
4112,League,"Toronto, Non-U.S.",Healthcare,,,2020-05-05,Unknown,Unknown,76.00,Canada,https://www.linkedin.com/posts/mserbinis_like-so-many-other-businesses-around-the-activity-6663604606347550722-9KUA,2020-05-07,2020,2020-05
4113,Curefit,"Bengaluru, Non-U.S.",Fitness,800,0.16,2020-05-04,Series D,Growth,404.00,India,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,2020-05-04,2020,2020-05
4114,Careem,"Dubai, Non-U.S.",Transportation,536,0.31,2020-05-04,Acquired,Mature/Exit,771.00,United Arab Emirates,https://www.thenational.ae/business/economy/dubai-s-careem-cuts-536-jobs-as-lockdowns-hit-ride-hailing-across-middle-east-1.1014784,2020-05-04,2020,2020-05
4115,Oriente,"Hong Kong, Non-U.S.",Finance,400,0.20,2020-05-04,Series B,Early,175.00,Hong Kong,https://www.dealstreetasia.com/stories/oriente-lay-off-workforce-187008/,2020-05-05,2020,2020-05
4116,Veriff,"Tallinn, Non-U.S.",Security,63,0.21,2020-05-04,Series A,Early,7.00,Estonia,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,2020-05-05,2020,2020-05
4117,Element AI,"Montreal, Non-U.S.",Other,62,0.15,2020-05-04,Series B,Early,257.00,Canada,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,2020-05-06,2020,2020-05
4118,Deputy,"Sydney, Non-U.S.",HR,60,0.30,2020-05-04,Series B,Early,106.00,Australia,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,2020-05-18,2020,2020-05
4119,Loopio,"Toronto, Non-U.S.",Sales,11,0.08,2020-05-04,Series A,Early,11.00,Canada,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,2020-05-07,2020,2020-05
4120,Castlight Health,SF Bay Area,Healthcare,,0.13,2020-05-04,Post-IPO,Mature/Exit,184.00,United States,LinkedIn,2020-05-10,2020,2020-05
4121,Trivago,"Dusseldorf, Non-U.S.",Travel,,,2020-05-04,Acquired,Mature/Exit,55.00,Germany,https://skift.com/2020/05/04/trivago-looks-to-reorganize-with-significant-job-cuts/,2020-05-07,2020,2020-05
4122,Trax,"Tel Aviv, Non-U.S.",Retail,120,0.10,2020-05-03,Series D,Growth,386.00,Israel,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",2020-05-17,2020,2020-05
4123,LiveTiles,New York City,Other,50,,2020-05-03,Post-IPO,Mature/Exit,46.00,United States,https://medium.com/@ErikRalston/livetiles-time-to-say-goodbye-d86bfb28a93,2020-05-09,2020,2020-05
4124,OYO,"London, Non-U.S.",Travel,150,,2020-05-01,Series F,Late,2400.00,United Kingdom,https://www.yahoo.com/lifestyle/coronavirus-covid-19-oyo-hotels-uk-redundancies-exclusive-155109993.html,2020-05-04,2020,2020-05
4125,Namely,New York City,HR,110,0.40,2020-05-01,Series E,Growth,217.00,United States,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,2020-05-02,2020,2020-05
4126,Culture Trip,"London, Non-U.S.",Media,95,0.32,2020-05-01,Series B,Early,102.00,United Kingdom,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,2020-05-01,2020,2020-05
4127,Sandbox VR,SF Bay Area,Consumer,80,0.80,2020-05-01,Series A,Early,82.00,United States,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,2020-05-01,2020,2020-05
4128,Virtudent,Boston,Healthcare,70,,2020-05-01,Series A,Early,10.00,United States,https://www.americaninno.com/boston/inno-news-boston/teledentisty-startup-virtudent-downsizes-amid-coronavirus-crisis/,2020-05-01,2020,2020-05
4129,Monese,"Lisbon, Non-U.S.",Finance,35,,2020-05-01,Unknown,Unknown,80.00,Portugal,https://www.altfi.com/article/6531_exclusive-monese-looking-to-close-lisbon-and-berlin-offices-with-layoffs-across-the-company,2020-06-01,2020,2020-05
4130,TheSkimm,New York City,Media,26,0.20,2020-05-01,Series C,Growth,28.00,United States,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,2020-05-02,2020,2020-05
4131,Automatic,SF Bay Area,Transportation,,1.00,2020-05-01,Acquired,Mature/Exit,24.00,United States,https://techcrunch.com/2020/05/01/smart-driving-assistant-automatic-is-shutting-down/,2020-05-01,2020,2020-05
4132,Flynote,"Bengaluru, Non-U.S.",Travel,,,2020-05-01,Seed,Early,1.00,India,https://www.livemint.com/companies/start-ups/covid-19-impact-sequoia-backed-travel-startup-flynote-lays-off-employees-11588308775639.html,2020-05-07,2020,2020-05
4133,Bullhorn,Boston,Sales,100,,2020-04-30,Acquired,Mature/Exit,32.00,United States,https://layoffs.fyi/2020/05/05/bullhorn-laid-off-100-employees/,2020-05-02,2020,2020-04
4134,Care.com,Boston,Consumer,81,,2020-04-30,Acquired,Mature/Exit,156.00,United States,https://www.bloomberg.com/news/articles/2020-04-30/iac-to-cut-81-care-com-employees-in-restructuring-after-deal,2020-05-01,2020,2020-04
4135,AirMap,Los Angeles,Aerospace,,,2020-04-30,Unknown,Unknown,75.00,United States,https://layoffs.fyi/2020/05/26/drone-startup-airmap-conducts-layoff/,2020-05-02,2020,2020-04
4136,Cohesity,SF Bay Area,Data,,,2020-04-30,Series E,Growth,660.00,United States,https://www.bizjournals.com/sanjose/news/2020/05/01/cohesity-job-cuts.html,2020-05-01,2020,2020-04
4137,Fandom,SF Bay Area,Media,,0.14,2020-04-30,Series E,Growth,145.00,United States,https://community.fandom.com/wiki/User_blog:Perkinsmt/Fandom_Staffing_Update,2020-05-01,2020,2020-04
4138,PicoBrew,Seattle,Food,,1.00,2020-04-30,Series A,Early,15.00,United States,https://thespoon.tech/rest-in-peace-picobrew/,2020-05-01,2020,2020-04
4139,Lyft,SF Bay Area,Transportation,982,0.17,2020-04-29,Post-IPO,Mature/Exit,4900.00,United States,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,2020-04-29,2020,2020-04
4140,WeWork,SF Bay Area,Real Estate,300,,2020-04-29,Series H,Late,2250.00,United States,https://news.crunchbase.com/news/wework-lays-off-staff-as-part-of-a-realignment/,2020-04-28,2020,2020-04
4141,Kayak / OpenTable,Stamford,Travel,160,0.08,2020-04-29,Acquired,Mature/Exit,229.00,United States,https://skift.com/2020/04/29/kayak-and-opentable-layoffs-and-furloughs-impact-400-employees/,2020-04-30,2020,2020-04
4142,Kitopi,New York City,Food,124,,2020-04-29,Series B,Early,89.00,United States,https://commercialobserver.com/2020/04/ghost-kitchen-kitopi-cuts-124-new-york-city-employees/,2020-04-29,2020,2020-04
4143,Lime,SF Bay Area,Transportation,80,0.13,2020-04-29,Series D,Growth,765.00,United States,https://layoffs.fyi/2020/05/04/lime-laid-off-80-employees/,2020-04-29,2020,2020-04
4144,Transfix,New York City,Logistics,24,0.10,2020-04-29,Series D,Growth,128.00,United States,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,2020-04-29,2020,2020-04
4145,Yoco,"Cape Town, Non-U.S.",Finance,,,2020-04-29,Series B,Early,23.00,South Africa,https://disrupt-africa.com/2020/04/sa-fintech-startup-yoco-to-retrench-staff-as-covid-19-impacts-revenues/,2020-05-15,2020,2020-04
4146,TripAdvisor,Boston,Travel,900,0.25,2020-04-28,Post-IPO,Mature/Exit,3.00,United States,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,2020-04-28,2020,2020-04
4147,Renmoney,"Lagos, Non-U.S.",Finance,391,0.50,2020-04-28,Unknown,Unknown,,Nigeria,https://techcabal.com/2020/04/28/tech-startups-recession/,2020-05-15,2020,2020-04
4148,Deliveroo,"London, Non-U.S.",Food,367,0.15,2020-04-28,Series G,Late,1500.00,United Kingdom,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,2020-04-28,2020,2020-04
4149,App Annie,SF Bay Area,Data,80,0.18,2020-04-28,Unknown,Unknown,156.00,United States,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,2020-04-28,2020,2020-04
4150,OpenX,Los Angeles,Marketing,35,0.15,2020-04-28,Unknown,Unknown,70.00,United States,https://www.adexchanger.com/platforms/openx-cuts-staff-hours-and-executive-pay-in-response-to-reduced-marketer-spend/,2020-04-29,2020,2020-04
4151,PayJoy,SF Bay Area,Finance,27,0.25,2020-04-28,Series B,Early,71.00,United States,https://layoffs.fyi/2020/05/27/exclusive-fintech-startup-payjoy-laid-off-23-employees/,2020-05-27,2020,2020-04
4152,Shipsi,Los Angeles,Retail,20,0.50,2020-04-28,Seed,Early,2.00,United States,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,2020-04-28,2020,2020-04
4153,Desktop Metal,Boston,Other,,,2020-04-28,Series E,Growth,436.00,United States,https://www.americaninno.com/boston/inno-news-boston/desktop-metal-lays-off-staff-amid-coronavirus-disruption/,2020-04-29,2020,2020-04
4154,Migo,SF Bay Area,Finance,,0.25,2020-04-28,Series B,Early,37.00,United States,https://www.migo.money/migos-response-to-covid-19/,2020-05-29,2020,2020-04
4155,Automation Anywhere,SF Bay Area,Other,260,0.10,2020-04-27,Series B,Early,840.00,United States,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,2020-04-27,2020,2020-04
4156,JetClosing,Seattle,Real Estate,20,0.20,2020-04-27,Series A,Early,24.00,United States,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,2020-04-28,2020,2020-04
4157,Qwick,Phoenix,Recruiting,,0.70,2020-04-27,Seed,Early,4.00,United States,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,2020-04-28,2020,2020-04
4158,OYO,"Sao Paulo, Non-U.S.",Travel,500,,2020-04-25,Series F,Late,2400.00,Brazil,https://headtopics.com/br/oyo-demite-centenas-no-brasil-contaazul-enxuga-um-terco-do-time-link-estad-o-12623044,2020-05-11,2020,2020-04
4159,Stoqo,"Jakarta, Non-U.S.",Food,250,1.00,2020-04-25,Series A,Early,,Indonesia,https://www.bloomberg.com/news/articles/2020-04-29/indonesian-startup-stoqo-becomes-latest-casualty-of-the-virus,2020-04-26,2020,2020-04
